Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Alam na Diz,alamnahdizz,105274024226142,PERSONAL BLOG,PH,"Mga balitang showbiz at chismis!
",2021-01-14 11:31:56 SGT,23478,23679,2021-02-20 12:00:24 SGT,2021-02-20,12:00:24,Photo,359,259,35,64,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105274024226142/posts/451649909588550,"NEWS ALERT! The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said. #WorkingCongresswoman https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846 ctto",https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",,,,,,-1.5
NUEVA VIZCAYA TROPANG MAY PUSO,,796185450488218,none,,,2020-03-07 15:23:18 SGT,N/A,N/A,2019-09-03 16:38:03 SGT,2019-09-03,16:38:03,Link,341,231,55,9,38,7,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/796185450488218/permalink/2093152524124831,#CongwBantiCuaresmaAtWorkInCongress @Benjamin Lloren Cuaresma III Perlita Atendido Edgardo Balgos,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2106&key=Cuaresma,,,House of Representatives,"The budget of the Department of Interior and Local Government (DILG) for 2020 took center stage on Monday during the hearing of the House Committee on Appropriations chaired by Rep. Isidro Ungab (3rd District, Davao City). Presided by the committee's vice chairpersons, the panel discussed the P236.2...",,,,3.19
AIPA,ouraipaourasean,314083342095588,NONPROFIT ORGANIZATION,ID,AIPA (ASEAN Inter-Parliamentary Assembly) is a regional parliamentary organization consist of the 10 parliaments of ASEAN Member States. ,2018-07-06 09:14:09 SGT,N/A,N/A,2017-04-27 09:45:24 SGT,2017-04-27,09:45:24,Link,319,319,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/314083342095588/posts/600341436803109,"AIPA CONNECTING ASEAN PARLIAMENTS. #Intranet #AIPA #ASEAN First meeting ""AIPA Connect Roadshow"" at the House of Representatives of the Philippines",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1183,,,House of Representatives,"Bernard Agawin (below, right), ASEAN Inter-Parliamentary Assembly (AIPA) Regional Expert and Technical Assistance Coordinator, presented an overview of AIPA Connect to senior officials of the House of Representatives Secretariat during the AIPA Connect Road Show Meeting last April 18, 2017. AIPA Con...",,,,16.79
Congw. Ate Rida Robes,CongwRidaRobes,727826067353636,GOVERNMENT OFFICIAL,,The official Facebook page of Ate Congw. Rida Robes,2018-03-31 10:39:41 SGT,82044,85044,2021-02-19 11:59:16 SGT,2021-02-19,11:59:16,Photo,313,208,24,9,70,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/727826067353636/posts/2205060149630213,"NEWS ALERT! The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said. #WorkingCongresswoman https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846",https://www.facebook.com/CongwRidaRobes/photos/a.729151110554465/2205061486296746/?type=3,,,,,,,,-2.41
"Husto Ka, John",attyjohnfloresbukidnon,1277462495680360,POLITICIAN,PH,Official Page of Bukidnon District 2 Congressman Atty. John Flores. Inyong kaabag sa balaod. Email: hustokajohn@gmail.com,2020-03-09 10:42:15 SGT,N/A,N/A,2020-02-20 10:53:16 SGT,2020-02-20,10:53:16,Photo,303,236,5,39,19,4,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1277462495680360/posts/2762361117190483,"As the Vice Chairman of the Committee on Justice in the Lower Congress, I presided over a recent meeting whereby we discussed HB No. 2993 or the ""Legal Aid Program Act of 2019."" This bill aims to institutionalize a clinical LEGAL EDUCATION program in all public and private law schools in the country. This means ALL law students will be asked to provide FREE legal assistance especially to the underprivileged before they take the bar exam. The principal author of the bill is Rizal 2nd District Rep. Juan Fidel Felipe Nograles. #HustoKaJohn #Bukidnon2ndDistrict Posted on the official House of Representatives Journal: http://www.congress.gov.ph/photojournal/zoom.php?photoid=2275&key=jonathan%20keith%20flores",https://www.facebook.com/attyjohnfloresbukidnon/photos/a.1278245892268687/2762352837191311/?type=3,,,,,,,,-2.83
Gloria Macapagal Arroyo,GMABeat,268496089866369,GOVERNMENT OFFICIAL,PH,"The Official Facebook Page of Former President and now House Speaker Gloria Macapagal Arroyo
",2017-07-22 16:59:32 SGT,46158,46447,2019-04-15 10:00:39 SGT,2019-04-15,10:00:39,Photo,289,222,16,18,25,6,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/268496089866369/posts/2094734380575855,Former President and now House Speaker Gloria Macapagal-Arroyo (2nd from right) attends the Global Parliamentary Conference 2019 at the World Bank HQ in Washington DC. http://www.congress.gov.ph/photojournal/zoom.php?photoid=1914,https://www.facebook.com/GMABeat/photos/a.461575077225135/2094733963909230/?type=3,,,,,,,,-5.05
"Congressman Jesus ""Bong"" Suntay",congsuntay,114590209918838,POLITICIAN,PH,"Official Facebook Page of Hon. Jesus ""Bong"" C. Suntay, incumbent Representative of Fourth District of Quezon City and Deputy Majority Leader of the 18th Congress of the Philippines. ",2020-02-11 14:11:41 SGT,6820,7219,2020-12-12 18:54:19 SGT,2020-12-12,18:54:19,Link,249,185,7,16,39,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/114590209918838/posts/450689592975563,"The House Coomittee on Human Rights, chaired by Congressman Jesus ""Bong"" C. Suntay, successfully concludes the Human Rights Consciousness Week held from Dec. 7-11, 2020. This year's theme, ""Recover Better, Stand Up for Human Rights: We heal As One"" reminds us to uphold our human rights in the midst of the global pandemic and other calamities. http://www.congress.gov.ph/photojournal/zoom.php?photoid=2709",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2709,,,House of Representatives Photo Journals,House of Representatives Photo Journals,,,,1.75
Cong. Marvey Mariño,congmarvey,207950906454401,GOVERNMENT OFFICIAL,PH,Government Official,2020-02-11 14:10:40 SGT,N/A,N/A,2019-09-25 13:18:23 SGT,2019-09-25,13:18:23,Photo,196,160,2,14,14,6,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/207950906454401/posts/492891387960350,"The House Committee on Government Reorganization chaired by Rep. Mario Vittorio “Marvey” Mariño (5th District, Batangas) in a joint hearing with the Committee on Disaster Management chaired by Rep. Lucy Torres-Gomez (4th District, Leyte) created their respective technical working groups (TWGs) to study and fast-track the approval of bills seeking to create a government agency to institutionalize the policies, structures, coordination mechanism and programs on disaster risk reduction. Topping the list is House Bill No. 4 authored by House Speaker Alan Peter “Compañero” Cayetano and Deputy Speaker and Davao City Rep. Paolo Duterte, which seeks to create the Emergency Response Department. Source: http://www.congress.gov.ph/photojournal/zoom.php?photoid=2137",https://www.facebook.com/congmarvey/photos/a.234939683755523/492890564627099/?type=3,,,,,,,,-1.12
"Congressman Michael ""Mike"" B. Gorriceta",congmikegorriceta,988601008014991,GOVERNMENT OFFICIAL,PH,"Anchored on the principle to do what is right and to do things rightly, I am focused on crafting laws and delivering services, projects and programs which will address the needs of my constituents and the Philippines in general.",2019-07-09 00:54:57 SGT,5120,5434,2020-11-19 20:39:42 SGT,2020-11-19,20:39:42,Photo,186,155,4,4,22,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/988601008014991/posts/1702666253275126,"As the 18th Congress begins its 2nd Regular Session, Cong. Michael B. Gorriceta, Vice Chairman of the House Committee on Public Works and Highways, participated in the committee meeting earlier today, via Zoom, along with his fellow committee members. The said Committee Meeting approved, among others, the proposed ""Philippine Building Act of 2020"". Excerpts from the press release of the Press and Public Affairs Bureau of House of Representatives, described the bill further as: ""The bill seeks to regulate the planning, design, construction, occupancy, maintenance, and demolition of buildings. With disasters causing destruction and deaths across the country, the committee members rigorously fine-tuned the provisions of the measure that would promote building resilience against earthquake, fire, flood, landslide, storm, volcano, and multiple hazards."" (Press release link: http://www.congress.gov.ph/photojournal/zoom.php?photoid=2625) November 19, 2020",https://www.facebook.com/congmikegorriceta/photos/a.994380770770348/1702666169941801/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Flogin%2F%3Fnext%3Dhttps%253A%252F%252Fwww.facebook.com%252Flogin%252F%253Fnext%253Dhttps%25253A%25252F%25252Fwww.facebook.com%25252Flogin%25252F%25253Fnext%25253Dhttps%2525253A%2525252F%2525252Fwww.facebook.com%2525252Flogin%2525252F%2525253Fnext%2525253Dhttps%252525253A%252525252F%252525252Fwww.facebook.com%252525252Flogin%252525252F%252525253Fnext%252525253Dhttps%25252525253A%25252525252F%25252525252Fwww.facebook.com%25252525252Flogin%25252525252F%25252525253Fnext%25252525253Dhttps%2525252525253A%2525252525252F%2525252525252Fwww.facebook.com%2525252525252Flogin%2525252525252F%2525252525253Fnext%2525252525253Dhttps%252525252525253A%252525252525252F%252525252525252Fwww.facebook.com%252525252525252Flogin%252525252525252F%252525252525253Fnext%252525252525253Dhttps%25252525252525253A%25252525252525252F%25252525252525252Fwww.facebook.com%25252525252525252Flogin%25252525252525252F%25252525252525253Fnext%25252525252525253Dhttps%2525252525252525253A%2525252525252525252F%2525252525252525252Fwww.facebook.com%2525252525252525252Fcongmikegorriceta%2525252525252525252Fphotos%2525252525252525252Fa.994380770770348%2525252525252525252F1702666169941801%2525252525252525252F%2525252525252525253Ftype%2525252525252525253D3,Chair Michael . Gorriceta zoom,"Photos from Congressman Michael ""Mike"" B. Gorriceta's post",,,,,1.13
Gloria Macapagal Arroyo,GMABeat,268496089866369,GOVERNMENT OFFICIAL,PH,"The Official Facebook Page of Former President and now House Speaker Gloria Macapagal Arroyo
",2017-07-22 16:59:32 SGT,41731,42371,2019-03-31 13:41:16 SGT,2019-03-31,13:41:16,Link,180,136,20,16,6,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/268496089866369/posts/2072518076130819,"NO ZEROS WHEN IT COMES TO DISTRICT ALLOCATIONS REGARDLESS OF HOW THE REPRESENTATIVE VOTED That was the instruction of former President and now House Speaker Gloria Macapagal-Arroyo, Rep. Rolando Andaya Jr., Chairman of House Committee on Appropriations said in the press briefing last Monday. “Mission accomplished na kami. Simula’t sapul naman lagi naman sinasabi ng ating Speaker na nais natin na magkaroon ng bagong budget at ito na nga po, detalyado at pinapakita sa lahat ang mga napuntahan ng mga pondo ng iba’t ibang departamento. So, for us, mission accomplished. Siguro hindi naman question ang legal ngayon, question lang kung gusto mo o hindi,” said Andaya. He added that their itemization of lump sum funds agreed during the bicameral conference committee was done “equitably” regardless of the House Members’ political affiliation. http://www.congress.gov.ph/photojournal/zoom.php?photoid=1883",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1883,,,House of Representatives,House Committee on Appropriations Chairman Rep. Rolando Andaya Jr. gave the assurance that there will be no zero budget for lawmakers during the watch of former President and now House Speaker Gloria Macapagal-Arroyo. Andaya in a press briefing on Monday said the instruction given to him by Speaker....,,,,-2.81
Cong. Mannix Dalipe - Page,congmannix,1871757276390999,PUBLIC FIGURE,PH,"Official Facebook Page of Congressman Manuel Jose “Mannix"" M. Dalipe (2nd District of Zamboanga City, 18th Congress of the Philippines)",2017-07-22 14:58:09 SGT,21615,21662,2019-06-04 15:53:23 SGT,2019-06-04,15:53:23,Link,170,126,5,29,8,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1871757276390999/posts/2389088311324557,"PREPARING FOR THE 18TH CONGRESS 03 June 2019 06:45:46 PM Rep. Manuel Jose Dalipe (2nd District, Zamboanga City), chairman of the House Committee on the Welfare of Children, in a hearing on Monday, requested resource persons representing different government agencies and non-governmental organizations (NGOs) to submit their comments to the Committee Secretariat regarding House Bill Nos. 533, 2259, 3999 and 5709 authored by Reps. Ruwel Peter Gonzaga (2nd District, Compostela Valley), Anna Katrina Enverga (1st District, Quezon), Maximo Rodriguez Jr. (2nd District, Cagayan de Oro City), and Alfred Vargas (5th District, Quezon City), respectively. HB 533 seeks to establish a national center for missing children while HB 2259 aims to provide for day care centers rehabilitation and improvement program and creating day care centers rehabilitation and improvement fund. HB 3999 seeks to establish a crisis center for street children in all cities and municipalities in the National Capital Region and in every highly urbanized city in the country while HB 5709 seeks to establish a crisis center for street children in every region of the Philippines. Dalipe said the Secretariat is now formulating the proposed legislative agenda and approval of the incoming chairperson and members of the 18th Congress. Among the stakeholders who attended the meeting were Department of Justice Senior Assistant State Prosecutor Ma. Nerissa Carpio, Department of Social Welfare and Development Protection Services Bureau OIC Division Chief Miramel Laxa-Garcia, DSWD Planning Officer Joshua Matipo, Commission on Human Rights Policy Researcher Aaron Cayabyab, Arlyne Fernandez of the Virlanie Foundaiton, Catherine Scerri of Bahay Tuluyan, Micah Denise del Mundo of the Early Childhood Care and Development Council, and children from Child Rights Network. / Caption by Ma. Victoria Palomar / Photos by Gilbert Manalo / News and Documentation Section-Press and Public Affairs Bureau / House of Representatives of the Philippines",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1971,,,House of Representatives,"Rep. Manuel Jose Dalipe (2nd District, Zamboanga City), chairman of the House Committee on the Welfare of Children, in a hearing on Monday, requested resource persons representing different government agencies and non-governmental organizations (NGOs) to submit their comments to the Committee Secret...",,,,1.32
Philippine Rural Electric Cooperatives Association,PHILRECA.INC,381833388892881,NON-GOVERNMENTAL ORGANIZATION (NGO),PH,PHILRECA is the national organization of 121 ECs operating across the archipelago.,2019-04-02 14:20:56 SGT,7705,7747,2019-08-02 03:31:27 SGT,2019-08-02,03:31:27,Link,152,109,4,28,11,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/381833388892881/posts/628216877587863,"Neophyte House Members belonging to the Party-list Coalition Foundation, Inc., among them Reps. Niña Taduran (Party-list, ACT-CIS), Presley De Jesus (Party-list, PHILRECA), Adriano Ebcas (Party-list, AKO PADAYON) and Godofredo Guya (Party-list, RECOBODA), held a press conference on Thursday to discuss their advocacies and priority measures for the 18th Congress. Among them were total electrification in the country, particularly for households living in the rural areas. The legislators believe that rural electrification is the key to rural development.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2047,,,House of Representatives,"Neophyte House Members belonging to the Party-list Coalition Foundation, Inc., among them Reps. Niña Taduran (Party-list, ACT-CIS), Presley De Jesus (Party-list, PHILRECA), Adriano Ebcas (Party-list, AKO PADAYON) and Godofredo Guya (Party-list, RECOBODA), held a press conference on Thursday to disc...",,,,4.22
Congressman Raneo E. Abu,abu.raneo,518990538246554,PUBLIC FIGURE,PH,"This facebook page is for the supporters of our Congressman Raneo ""Ranie""Abu of the 2nd District of Batangas. ",2017-07-21 18:43:55 SGT,6032,N/A,2017-09-11 22:07:59 SGT,2017-09-11,22:07:59,Photo,150,125,0,16,9,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/518990538246554/posts/1216249101854024,"House Deputy Speaker Raneo Abu leads the media briefing on the coming 38th AIPA General Assembly. With him are Secretary General Atty. Cesar Strait Pareja, Deputy Secretary General Atty. Artemio Adasa Jr. (left) and Sergeant-at-Arms Lt. Gen. Roland Detabali (Ret.) (right). In the briefing held Monday, the panel discussed the significance of the 38th ASEAN event which will be held at the Makati Shangri-la Hotel in Makati City from September 14 to 20, 2017. The Philippines is host of the three ASEAN Inter-Parliamentary Assembly (AIPA) events this year : AIPA Interface held last April; AIPA Fact-Finding Committee to Combat the Drug Menace (AIFOCOM) held last July; and the culminating event, the AIPA General Assembly. Speaker Pantaleon Alvarez is the current AIPA President. The AIPA General Assembly will discuss and adopt reports of the Women Parliamentarians of AIPA, and the committees on political, economic, social, and organizational matters. AIPA leaders will also hold dialogues with observer countries. GE/RBB http://www.congress.gov.ph/photojournal/zoom.php?photoid=1307",https://www.facebook.com/abu.raneo/photos/a.673620562783550/1216249085187359/?type=3,,,,,,,,-3.23
Chiqui Roa-Puno,chiquiroapuno,335823376616842,PUBLIC FIGURE,PH,"Member, House of Representatives, 1st District Antipolo City, Province of Rizal ",2018-03-31 13:06:55 SGT,17872,18032,2018-11-21 08:12:00 SGT,2018-11-21,08:12:00,Link,145,95,13,20,11,6,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/335823376616842/posts/976286512570522,"[ADMIN] House Bill 7109 o Mandatory Provision for Left-Handed Armchairs in Educational Institutions Act na inihain ni Congresswoman Chiqui Roa Puno aprubado na kahapon, November 20, 2018, sa Committee on Basic Education and Culture pati na din sa Committee on Higher and Technical Education sa Kongreso. Nais ng batas na ito na magkaroon ang lahat ng pampubliko at pribadong paaralan ng left-handed armchairs ng at least 10% na bilang ng mga mag-aaral kada silid-aralan. Inilahad ni Congw. Chiqui na isa din left-handed, ang mga pagsubok ng isang mag-aaral na gumagamit ng upuan na nakalaan para sa right handed. Mahirap magsulat at nagdudulot ng mga pananakit Sa likod at leeg ng isang mag-aaral. http://www.congress.gov.ph/photojournal/zoom.php?photoid=1758",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1758,,,House of Representatives,"The House Committee on Basic Education, Culture and the Arts, in a joint hearing with the House Committee on Higher and Technical Education chaired by Reps. Ramon Durano VI (5th District, Cebu) and Paolo Javier (Lone District, Antique), respectively, approved House Bill 7109, as amended, which requi...",,,,3.09
Yedda Romualdez,YeddaRomualdez,1623903134523433,GOVERNMENT OFFICIAL,PH,"Yedda Romualdez is an inspiring community leader and public servant, representing Tingog Party-List in the House of Representatives.",2018-03-31 12:34:58 SGT,20708,21065,2020-08-05 14:38:43 SGT,2020-08-05,14:38:43,Photo,144,103,1,17,22,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/1623903134523433/posts/2719167744996961,"Tingog Party-list Rep. Yedda Romualdez, Chairperson of the Committee on the Welfare of Children, approved with amendments a bill that would declare abandoned children with unknown parents as natural-born Filipino citizens, and vowed for its immediate approval in the House of Representatives in a meeting of said committee. House Bill (HB) 3472 or the Foundling Welfare Act, principally authored by Ang Probinsyano Party-list Rep. Ronnie Ong, aims to promote the rights of foundlings and give them the rights all Filipino children are entitled to. https://bit.ly/31oCxOC:=:http://www.congress.gov.ph/photojournal/zoom.php?photoid=2431",https://www.facebook.com/YeddaRomualdez/photos/a.2429406443973094/2719167651663637/?type=3,,,Photos from Yedda Romualdez's post,,,,,-1.35
Ser✌🏼e The People,,1957633531001186,none,,,2020-03-26 14:57:16 SGT,N/A,N/A,2019-09-20 07:55:42 SGT,2019-09-20,07:55:42,Photo,116,96,0,3,15,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1957633531001186/permalink/2275387119225824,,https://www.facebook.com/cong.noelvillanueva/photos/a.589540054457485/2367230356688437/?type=3,,,Hon. Noel Lopez Villanueva,"Bilang mambabatas po, kasama sa aming trabaho ang pagpasa ng budget na ilalaan para sa mga ahensiya ng pamahalaan. 

Ngunit bago po ako naging isang mambabatas, ako po ay isang magsasaka muna at hanggang ngayon ay isa pa ring magsasaka. Kaya naman sa panukalang paglalaan ng P36.27 Billion na budget para sa National Irrigation Administration at P54.43 Billion naman para sa Department of Agriculture, siniguro at inusisa po nating mabuti na PARA SA IKABUBUTI AT KAPAKANAN NG BAWAT MAGSASAKANG PILIPINO ANG BUDGET NA ITO HANGGANG SA KAHULI-HULIHANG SENTIMO. 

Naniniwala po ako sa kasabihan na ""Ang tao, minsan sa kanyang buhay ay mangangailangan siya ng doktor para magpagamot o abogado para maipagtanggol ngunit kailangan niya ng isang magsasaka para makakain sa araw-araw.""

---

The House of Representatives on Wednesday ended the plenary deliberations on the P54.43 billion proposed budget of the Department of Agriculture (DA) and its attached agencies, and the P36.27 billion budget of the National Irrigation Administration (NIA) for 2020. Rep. Luisa Lloren Cuaresma (Lone District, Nueva Vizcaya), a Vice Chairperson of the Committee on Appropriations, sponsored and defended the DA and NIA budgets. The deliberations took hours as 12 House Members interpellated Cuaresma about the various DA and NIA programs and projects. Deputy Speakers Evelina Escudero, Prospero Pichay Jr., Ferdinand Hernandez, and Conrado Estrella lll were the presiding officers during yesterday's session.--SOURCE: Press and Public Affairs Bureau

http://www.congress.gov.ph/photojournal/zoom.php?photoid=2128&fbclid=IwAR2hG1WYU64w8LyK2rvrZzeJFdQhGs4aU2WvOqKiZtdcMql-1HwxE9rCF2o",,,,2.23
ANGKLA,ANGKLAph,318413778228588,ORGANIZATION,PH,"This is the OFFICIAL Facebook page of ANGKLA PARTYLIST, an organization working for the interests of Filipinos in local and global maritime industries. For more information, visit its website at www.angkla.org",2016-04-12 19:54:29 SGT,N/A,N/A,2014-03-05 18:52:20 SGT,2014-03-05,18:52:20,Link,116,77,30,9,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/318413778228588/posts/406451736157984,"Mga Ka-ANGKLA, ang ating kinatawan at tinig sa Kongreso ay nagtrabaho para sa Pilipinong marino para sa pagkakaroon ng Single Maritime Administration sa pagpapatupad ng mga STCW requirements. Hayaan niyo po sanang ilahad ko sa baba ang mga dahilan kung bakit kailangan nating magkaroon ng Single Maritime Administration sa ating bansa: 1. Sa kasalukuyan, ang Pilipinas lamang and bansa na walang isang Maritime Administration na nagpapalakad sa pagpatupad ng mga alituntunin ng IMO lalo na ang STCW. Sa Pilipinas, marami tayong ahensya na nangangasiwa para sa mga panga-ngailangan ng mga marino katulad ng CHED para sa Edukasyon ng Marino, PRC para sa pabibigay ng pagsusulit para ang isang Pilipino ay mabigyan ng lisensya, MARINA para mag issue ng Seaman’s Book at COP's, NTC para sa Radio Certificate at ilan pang ibang ahensya. 2. Nang dahil sa madaming ahensyang ito, napuna na ng EMSA na wala ngang iisang maritime administration para sa mga marino kaya’t sila ay nag-audit muli sa ating bansa noong nakaraang October. Ang EMSA audit na ito ay maaaring mag-dulot ng malaking kawalan sa atin dahil posibleng mawalan ng hanap-buhay ang mga 80,000 na Pilipinong kasalukuyang nakasakay sa mga European ships, kung sakaling mag desisyon ang EMSA na hindi sang-ayon sa STCW ang ating pamumuno dahil sa kawalan ng isang maritime administration . 3. Ang pagpuna ng EMSA sa kakulangang ito ay hindi na bago. Ito ay nagsimula pa ilang taon na rin ang nakalipas, kaya’t noong April 2012, si Presidente Noynoy Aquino ay gumawa ng paraan sa pamamagitan ng pag-issue ng EO 75. Ito ang pangunahang tugon n g ating gobyerno noong nakaraang taon, sa mga katanungan ng EMSA at ng ibang mga bansa kung sino ba talaga ang ahensya ng gobyerno ng Pilipinas na may pananagutan at resposibilidad sa pamamahala ng edukasyon, pagsusuri at pabibigay ng kaukulang dokumento sa isang Pilipinong Marino upang mag qualify at makapagtrabaho sa barko sa iba’t ibamg lugar sa mundo. 4. Para mapaigting ang layunin ng EO 75 at tuluyang maging batas, Single Maritime Administration Act ang kasagutan. 5. Marami ang nagtatanong kung ito ba ay nangangahulugang magtatayo ng panibagong ahensya kapag ang panakulang ito ay ganap na maging batas? Ang sagot po ay hindi. Ang layunin nito ay mag-talaga ng isang administration sa pamumuno at pangangalaga ng MARINA. Ang MARINA ay buo na at pag naipasa ang batas, sila lamang ay aatasang na gampanan ang karagdagang tungkulin na maipatupad ang nararapat na sistema ayon sa STCW. Ang pagbabaggo ay ang pagdaragdag ng ilang taong mahuhusay at eksperto sa ahensya ng MARINA na tutulong masakatuparan ang mga ito. Ang pagbubuklod ng lahat ng ahensya ay mangangahulugan na sa isang opisina na lang ang pupuntahan ng mga marino at ito ay matagal ng inaasam asam na ma isakatuparan. Kailangan nating unahin na magkaroon ng batas para hindi na maulit ang paibaibang patakaran para sa ating mga marino. Maaring marami ang nagdududa sa kakayanan ng MARINA subalit dapat natin silang bigyan ng pagkakataon at ating ding tulungan dahil ang lahat ng ito ay para sa ikabubuti ng ating industriya. Ang layunin ng Angkla at ng ating kinatawan na si Congressman Jess Manalo ay para maiwasan ang pagkalito at pagkabagal ng mga proseso sa pagkuha ng mga lisensya at sertipiko ng mga marinpong Pilipino, at higit sa lahat ang makasigurong ang ating mga proseso at standards ay naaayon sa STCW, na siyang tutulong upang tuluyan ng mawala ang banta ng EMSA at EU na hindi taggapin ang mga dokumento ng Pilipinong Marino para makapag trabaho sa mga barkong pag aari ng EU. Ang mga marino ay tunay na bagong bayani ng ating bansa na tumutulong para mapaunlad ang ating ekomiya. Kami ay humihingi ng inyong suporta at pagmamatyag para sama sama nating iaangat ang kalidad ng ahensya at makatugon sa mga alituntunin ng STCW. Ang tanging hangarin ng ANGKLA para sa mga marino ay masigurado ang tuloy tuloy na trabaho, mapadali ang proseso ng pagsasaayos ng dokumento at mapanatili ang pagiging numero uno sa buong mundo. Sama sama sana nating suportahan at tulungan and ating industriya. Lubos na sumasainyo, Capt. Ronaldo SJ. Enrile Vice Chairman - ANGKLA",http://www.congress.gov.ph/photojournal/zoom.php?photoid=877,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"TOWARDS COMPETENCE AND PROFICIENCYPhoto credit: Gilbert Engay, Media Relations Service-PRIB05 March 2014 01:39:02 PMSpeaker Feliciano Belmonte, Jr. signs the House of Representatives and Senate-ratified consolidated bill promoting competency and proficiency among Filipino seafarers and ensuring the…",,,,2.19
